dttm,temp,dwd_airport,dwd_urban,uni_meteo,wbi
2022-01-05 14:00:00,6.4362,4.2,4,4.385101,3.95
2022-01-05 15:00:00,6.1483,3.7,4,5.118108,3.79
2022-01-05 16:00:00,5.8083,3.8,3.9,4.205925,3.48
2022-01-05 17:00:00,5.4667,2.8,3.5,3.816732,2.9
2022-01-05 18:00:00,5.3298,2.7,3.4,3.467488,2.37
2022-01-05 19:00:00,5.568,3.1,3.2,3.128615,2.44
2022-01-05 20:00:00,5.0202,3.1,3.3,3.060772,2.52
2022-01-05 21:00:00,5.089,3.1,3.3,3.03196,2.51
2022-01-05 22:00:00,5.277,3.2,3.3,3.060642,2.61
2022-01-05 23:00:00,5.0202,3.1,3.3,3.182623,2.52
2022-01-06 00:00:00,5.327,3.2,3.3,3.159183,2.6
2022-01-06 01:00:00,4.9168,2.7,2.8,3.215486,2.39
2022-01-06 02:00:00,5.02,2.1,2.3,3.044276,1.93
2022-01-06 03:00:00,4.796,2,2,2.606319,1.54
2022-01-06 04:00:00,4.9855,2.1,2,2.298504,1.54
2022-01-06 05:00:00,4.8305,1.7,2.1,2.075639,1.51
2022-01-06 06:00:00,4.9857,1.7,1.9,2.035739,1.62
2022-01-06 07:00:00,4.623,2,1.9,2.028519,1.49
2022-01-06 08:00:00,4.7958,1.5,1.8,1.927173,1.55
2022-01-06 09:00:00,7.2462,1.5,2.2,1.909478,1.5
2022-01-06 10:00:00,6.7227,2.2,2.3,1.942639,2.04
2022-01-06 11:00:00,6.8927,2.8,2.6,2.233597,1.86
2022-01-06 12:00:00,7.0917,3.6,3.4,2.545044,2.54
2022-01-06 13:00:00,7.026,4.3,3.7,3.154735,3.32
2022-01-06 14:00:00,6.2328,3.9,3.9,3.613,3.43
2022-01-06 15:00:00,6.0298,4,4,3.86728,3.4
2022-01-06 16:00:00,6.6043,3.5,3.5,3.954021,2.78
2022-01-06 17:00:00,7.9982,2.4,3,3.632933,1.72
2022-01-06 18:00:00,NA,0.5,2.4,2.761918,1.03
2022-01-06 19:00:00,NA,0.7,2.3,1.911464,0.85
2022-01-06 20:00:00,3.9797,0.4,1.6,1.528811,0.67
2022-01-06 21:00:00,3.6477,-1.2,1.1,1.214014,-0.27
2022-01-06 22:00:00,3.155,-1.8,0.7,0.5477555,-0.7
2022-01-06 23:00:00,NA,-1.5,-0.1,-0.00612361,-0.95
2022-01-07 00:00:00,2.7472,-1.8,0.1,-0.3566333,-1.01
2022-01-07 01:00:00,2.1773,0.3,0.2,-0.666975,-1.38
2022-01-07 02:00:00,1.9618,0.6,0.3,-0.8446499,-1.44
2022-01-07 03:00:00,1.98,-1.8,-0.2,-1.018994,-1.02
2022-01-07 04:00:00,2.1237,-2.4,0,-0.9759986,-1.02
2022-01-07 05:00:00,2.2488,-0.9,0.1,-0.9253861,-1.15
2022-01-07 06:00:00,2.1057,-0.2,0.3,-0.7991889,-0.94
2022-01-07 07:00:00,2.1052,0.2,0.3,-0.6377361,-0.74
2022-01-07 08:00:00,2.7833,2.2,2,-0.4381305,0.63
2022-01-07 09:00:00,3.4192,2.9,2.8,0.3646625,1.9
2022-01-07 10:00:00,3.9975,3.7,3.6,2.06691,2.78
2022-01-07 11:00:00,3.8578,2.8,2.7,2.974347,2.8
2022-01-07 12:00:00,3.893,3,2.8,2.998005,2.58
2022-01-07 13:00:00,4.5692,3.4,3.5,2.814815,2.65
2022-01-07 14:00:00,4.0673,2.7,2.9,2.957037,2.83
2022-01-07 15:00:00,4.1888,3.6,3.6,3.140071,2.52
2022-01-07 16:00:00,4.2413,3.4,3.6,3.002982,3.18
2022-01-07 17:00:00,3.5948,2.3,2,3.478303,2.15
2022-01-07 18:00:00,3.5427,2.9,2.8,2.490865,2.15
2022-01-07 19:00:00,3.6127,3,2.8,2.411915,2.38
2022-01-07 20:00:00,3.8405,3.4,3.2,2.62483,2.75
2022-01-07 21:00:00,4.1893,4.2,3.8,2.917591,3.32
2022-01-07 22:00:00,4.519,4.4,4,3.482978,3.52
2022-01-07 23:00:00,4.951,5.3,4.7,3.716064,4.06
2022-01-08 00:00:00,5.5008,5.3,5.1,4.164068,4.85
2022-01-08 01:00:00,NA,5.2,5.1,4.974786,4.93
2022-01-08 02:00:00,4.8825,3.9,3.9,5.122918,3.71
2022-01-08 03:00:00,4.675,4.3,4.3,4.096679,3.79
2022-01-08 04:00:00,4.6057,4.1,4,4.093502,3.79
2022-01-08 05:00:00,4.467,3.7,3.5,4.056758,3.53
2022-01-08 06:00:00,4.259,3.5,3.2,3.760683,3.18
2022-01-08 07:00:00,4.0325,2.8,2.6,3.332748,2.6
2022-01-08 08:00:00,3.9452,2.6,2.7,2.871797,2.2
2022-01-08 09:00:00,4.3783,3.1,3.1,2.57056,2.46
2022-01-08 10:00:00,4.9125,3.3,3.3,2.76019,2.76
2022-01-08 11:00:00,4.6575,4.1,3.8,3.008032,3.51
2022-01-08 12:00:00,5.2435,4.4,4.5,3.621011,3.83
2022-01-08 13:00:00,5.209,4.6,4.7,4.400614,4.13
2022-01-08 14:00:00,5.484,4.9,5.1,4.452084,4.45
2022-01-08 15:00:00,6.0298,5.7,5.7,4.733183,5.04
2022-01-08 16:00:00,6.149,6,6,5.240068,5.29
2022-01-08 17:00:00,6.4883,6.4,6.4,5.488837,5.71
2022-01-08 18:00:00,6.5052,6.3,6.3,5.885617,5.81
2022-01-08 19:00:00,6.8932,7.4,7.1,6.092119,6.44
2022-01-08 20:00:00,7.5317,7.7,7.3,6.637918,7.04
2022-01-08 21:00:00,NA,7.5,7.3,7.220097,7
2022-01-08 22:00:00,7.4813,7.8,7.7,7.29589,7.25
2022-01-08 23:00:00,7.6485,6.9,6.8,7.585283,7.26
2022-01-09 00:00:00,7.1627,7.7,7.3,7.512154,6.2
2022-01-09 01:00:00,7.7987,7.6,7.5,6.556364,7.14
2022-01-09 02:00:00,7.6315,7,6.9,7.352521,7.08
2022-01-09 03:00:00,7.0115,6.4,6.3,7.213457,6.18
2022-01-09 04:00:00,5.8927,4.5,4.2,6.420163,4.74
2022-01-09 05:00:00,5.2095,4.3,4.1,4.916246,3.83
2022-01-09 06:00:00,5.1752,4.6,4.4,4.080862,3.87
2022-01-09 07:00:00,5.0718,4.3,4.2,4.145046,3.74
2022-01-09 08:00:00,4.9855,4.1,4,4.022939,3.72
2022-01-09 09:00:00,4.9512,4.1,4.1,4.033916,3.7
2022-01-09 10:00:00,5.2265,4.8,4.6,4.051103,3.97
2022-01-09 11:00:00,5.6375,4.8,4.7,4.244054,4.3
2022-01-09 12:00:00,5.4667,5,4.2,4.628186,3.85
2022-01-09 13:00:00,6.8583,5.8,5.9,4.34757,4.67
2022-01-09 14:00:00,6.8597,5.7,5.5,5.695816,5.06
2022-01-09 15:00:00,6.3527,5.2,5.2,5.791058,4.72
2022-01-09 16:00:00,6.149,4.9,4.9,5.213943,4.44
2022-01-09 17:00:00,5.8083,4.7,4.7,4.937389,3.98
2022-01-09 18:00:00,6.064,4.8,4.5,4.699854,4.05
2022-01-09 19:00:00,5.706,4.1,4.2,4.515197,3.91
2022-01-09 20:00:00,5.7062,3.8,4,4.390097,3.42
2022-01-09 21:00:00,4.8287,2.9,3.4,4.005864,3.15
2022-01-09 22:00:00,4.8297,2.8,3,3.722669,2.99
2022-01-09 23:00:00,5.2095,2.4,2.8,3.579244,1.91
